Cre07.g312002.t1.1	Cre07.g312002.t1.1; Cre17.g733986.t1.2; Cre02.g074474.t1.1; Cre09.g390689.t1.1; Cre09.g397052.t1.1; Cre16.g683954.t1.1; Cre01.g038376.t1.1; Cre03.g161976.t1.1; Cre10.g417741.t1.1; Cre03.g146847.t1.1	79; 68; 59; 86; 76; 55; 68; 94; 87; 67	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
Cre11.g467522.t1.1	Cre11.g467522.t1.1; Cre05.g241630.t1.1	226; 212	Pfam	PF00078; 	Reverse transcriptase (RNA-dependent DNA polymerase); 	IPR000477; 	Reverse transcriptase domain; 
Cre11.g467538.t1.1	Cre11.g467538.t1.1; Cre11.g467539.t1.1	732; 718	Pfam	PF09118, PF07250; PF09118, PF07250	Domain of unknown function (DUF1929), Glyoxal oxidase N-terminus; Domain of unknown function (DUF1929), Glyoxal oxidase N-terminus	IPR015202, IPR009880; IPR015202, IPR009880	Galactose oxidase-like, Early set domain, Glyoxal oxidase, N-terminal; Galactose oxidase-like, Early set domain, Glyoxal oxidase, N-terminal
Cre11.g467584.t1.1	Cre11.g467584.t1.1; Cre11.g467589.t1.1; Cre11.g467588.t1.1; Cre17.g713750.t1.2	694; 667; 667; 674	Pfam	PF00069; PF00069; PF00069; PF00069	Protein kinase domain; Protein kinase domain; Protein kinase domain; Protein kinase domain	IPR000719; IPR000719; IPR000719; IPR000719	Protein kinase domain; Protein kinase domain; Protein kinase domain; Protein kinase domain
Cre11.g467593.t1.1	Cre11.g467593.t1.1; Cre11.g467601.t1.1; Cre11.g467594.t1.1; Cre11.g467599.t1.1	220; 226; 218; 217	Pfam	PF00168; PF00168; PF00168; PF00168	C2 domain; C2 domain; C2 domain; C2 domain	IPR000008; IPR000008; IPR000008; IPR000008	C2 domain; C2 domain; C2 domain; C2 domain
Cre11.g467603.t1.1	Cre11.g467603.t1.1; Cre17.g745847.t1.1	139; 132	Pfam	; 	; 	; 	; 
Cre11.g467673.t1.1	Cre11.g467673.t1.1; Cre13.g567400.t1.1	1437; 1444	Pfam	PF00233; PF00233, PF03924	3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase, CHASE domain	IPR002073; IPR002073, IPR006189	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain, CHASE domain
Cre11.g467692.t1.1	Cre11.g467692.t1.1; Cre11.g467693.t1.1	578; 571	Pfam	PF07466; PF07466	Protein of unknown function (DUF1517); Protein of unknown function (DUF1517)	IPR010903; IPR010903	Protein of unknown function DUF1517; Protein of unknown function DUF1517
Cre11.g467713.t1.1	Cre11.g467713.t1.1; Cre16.g690207.t1.1	151; 127	Pfam	; 	; 	; 	; 
Cre11.g467715.t1.1	Cre12.g507556.t1.1; Cre11.g467715.t1.1	645; 645	Pfam	; 	; 	; 	; 
Cre11.g467717.t1.1	Cre12.g507558.t1.1; Cre11.g467717.t1.1	331; 331	Pfam	PF00795; PF00795	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase	IPR003010; IPR003010	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase
Cre11.g467718.t1.1	Cre12.g507559.t1.1; Cre11.g467718.t1.1	319; 319	Pfam	PF07743; PF07743	HSCB C-terminal oligomerisation domain; HSCB C-terminal oligomerisation domain	IPR009073; IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain; Co-chaperone HscB, C-terminal oligomerisation domain
Cre11.g467764.t1.1	Cre10.g426102.t1.1; Cre17.g712150.t1.2; Cre01.g047050.t1.2; Cre04.g229518.t1.2; Cre11.g467764.t1.1	130; 130; 130; 112; 112	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre11.g467775.t1.1	Cre11.g467775.t1.1; Cre11.g467776.t1.1	376; 379	Pfam	; 	; 	; 	; 
Cre11.g468100.t1.2	Cre11.g468100.t1.2; Cre02.g119850.t1.1	1539; 1525	Pfam	PF00233; PF00233	3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase	IPR002073; IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
Cre11.g468150.t1.1	Cre11.g468150.t1.1; Cre07.g327050.t1.2	1103; 1118	Pfam	PF01753; 	MYND finger; 	IPR002893; 	Zinc finger, MYND-type; 
Cre11.g469650.t1.1	Cre11.g469650.t1.1; Cre03.g155150.t1.1; Cre11.g469750.t1.1	672; 662; 670	Pfam	PF07173; PF07173; PF07173	Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like	IPR009836; IPR009836; IPR009836	Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like
Cre11.g475550.t1.2	Cre11.g475550.t1.2; Cre02.g095090.t1.1	304; 318	Pfam	PF13649; PF13649	Methyltransferase domain; Methyltransferase domain	; 	; 
Cre11.g476351.t1.1	Cre16.g673850.t1.1; Cre11.g476351.t1.1	368; 368	Pfam	; 	; 	; 	; 
Cre11.g476700.t1.2	Cre11.g476700.t1.2; Cre13.g578350.t1.2	630; 633	Pfam	PF14008, PF00149; PF00149, PF16656	Iron/zinc purple acid phosphatase-like protein C, Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase, Purple acid Phosphatase, N-terminal domain	IPR025733, IPR004843; IPR004843, IPR015914	Iron/zinc purple acid phosphatase-like C-terminal domain, Calcineurin-like phosphoesterase domain, ApaH type; Calcineurin-like phosphoesterase domain, ApaH type, Purple acid phosphatase, N-terminal
Cre11.g479150.t1.2	Cre11.g479150.t1.2; Cre02.g142426.t1.1	772; 751	Pfam	PF03732; PF03732	Retrotransposon gag protein; Retrotransposon gag protein	IPR005162; IPR005162	Retrotransposon gag domain; Retrotransposon gag domain
Cre11.g480100.t1.1	Cre11.g480100.t1.1; Cre12.g486450.t1.2	272; 283	Pfam	; 	; 	; 	; 
Cre11.g480132.t1.1	Cre11.g480132.t1.1; Cre10.g456420.t1.1	168; 163	Pfam	; 	; 	; 	; 
Cre14.g615100.t1.2	Cre14.g615100.t1.2; Cre14.g615000.t1.1	141; 171	Pfam	PF01641; PF01641	SelR domain; SelR domain	IPR002579; IPR002579	Peptide methionine sulphoxide reductase MrsB; Peptide methionine sulphoxide reductase MrsB
Cre14.g627455.t1.1	Cre14.g626433.t1.1; Cre14.g627455.t1.1	464; 464	Pfam	; 	; 	; 	; 
