Cre07.g312002.t1.1	Cre07.g312002.t1.1; Cre17.g733986.t1.2; Cre09.g390689.t1.1; Cre16.g683954.t1.1; Cre01.g038376.t1.1; Cre03.g161976.t1.1	79; 68; 86; 55; 68; 94	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
Cre11.g467593.t1.1	Cre11.g467593.t1.1; Cre11.g467601.t1.1; Cre11.g467594.t1.1; Cre11.g467599.t1.1	220; 226; 218; 217	Pfam	PF00168; PF00168; PF00168; PF00168	C2 domain; C2 domain; C2 domain; C2 domain	IPR000008; IPR000008; IPR000008; IPR000008	C2 domain; C2 domain; C2 domain; C2 domain
Cre11.g467603.t1.1	Cre11.g467603.t1.1; Cre17.g745847.t1.1	139; 132	Pfam	; 	; 	; 	; 
Cre11.g467606.t1.1	Cre11.g467606.t1.1; Cre09.g386745.t1.1	59; 90	Pfam	; 	; 	; 	; 
Cre11.g467621.t1.1	Cre11.g467621.t1.1; Cre02.g142947.t1.1	670; 625	Pfam	; 	; 	; 	; 
Cre11.g467692.t1.1	Cre11.g467692.t1.1; Cre11.g467693.t1.1	578; 571	Pfam	PF07466; PF07466	Protein of unknown function (DUF1517); Protein of unknown function (DUF1517)	IPR010903; IPR010903	Protein of unknown function DUF1517; Protein of unknown function DUF1517
Cre11.g467713.t1.1	Cre11.g467713.t1.1; Cre12.g525900.t1.2	151; 106	Pfam	; 	; 	; 	; 
Cre11.g467715.t1.1	Cre12.g507556.t1.1; Cre11.g467715.t1.1	645; 645	Pfam	; 	; 	; 	; 
Cre11.g467716.t1.1	Cre11.g467716.t1.1; Cre12.g507557.t1.1	471; 421	Pfam	; 	; 	; 	; 
Cre11.g467717.t1.1	Cre12.g507558.t1.1; Cre11.g467717.t1.1	331; 331	Pfam	PF00795; PF00795	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase	IPR003010; IPR003010	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase
Cre11.g467718.t1.1	Cre12.g507559.t1.1; Cre11.g467718.t1.1	319; 319	Pfam	PF07743; PF07743	HSCB C-terminal oligomerisation domain; HSCB C-terminal oligomerisation domain	IPR009073; IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain; Co-chaperone HscB, C-terminal oligomerisation domain
Cre11.g467729.t1.1	Cre11.g467729.t1.1; Cre11.g467732.t1.1	248; 200	Pfam	; 	; 	; 	; 
Cre11.g467764.t1.1	Cre10.g426102.t1.1; Cre17.g712150.t1.2; Cre01.g047050.t1.2; Cre04.g229518.t1.2; Cre11.g467764.t1.1	130; 130; 130; 112; 112	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre11.g469650.t1.1	Cre11.g469650.t1.1; Cre03.g155150.t1.1; Cre11.g469750.t1.1	672; 662; 670	Pfam	PF07173; PF07173; PF07173	Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like	IPR009836; IPR009836; IPR009836	Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like
Cre11.g476351.t1.1	Cre16.g673850.t1.1; Cre11.g476351.t1.1	368; 368	Pfam	; 	; 	; 	; 
Cre11.g476700.t1.2	Cre11.g476700.t1.2; Cre13.g578350.t1.2	630; 633	Pfam	PF14008, PF00149; PF00149, PF16656	Iron/zinc purple acid phosphatase-like protein C, Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase, Purple acid Phosphatase, N-terminal domain	IPR025733, IPR004843; IPR004843, IPR015914	Iron/zinc purple acid phosphatase-like C-terminal domain, Calcineurin-like phosphoesterase domain, ApaH type; Calcineurin-like phosphoesterase domain, ApaH type, Purple acid phosphatase, N-terminal
Cre11.g479150.t1.2	Cre11.g479150.t1.2; Cre02.g142426.t1.1	772; 751	Pfam	PF03732; PF03732	Retrotransposon gag protein; Retrotransposon gag protein	IPR005162; IPR005162	Retrotransposon gag domain; Retrotransposon gag domain
Cre11.g480132.t1.1	Cre11.g480132.t1.1; Cre10.g456420.t1.1; Cre15.g634925.t2.1	168; 163; 218	Pfam	; ; 	; ; 	; ; 	; ; 
Cre11.g481600.t1.1	Cre11.g481600.t1.1; Cre11.g481750.t1.2	434; 473	Pfam	PF12499; PF12499	Pherophorin; Pherophorin	IPR024616; IPR024616	Pherophorin; Pherophorin
Cre14.g627455.t1.1	Cre14.g626433.t1.1; Cre14.g627455.t1.1	464; 464	Pfam	; 	; 	; 	; 
